box,artist,name,version,tag
14,שלום חנוך,אדם בתוך עצמו,,
14,שלום חנוך,בהופעה חיה,,
14,צוותא 77,,,
14,שלום חנוך,shalom,,
14,שלום חנוך,shalom,עטיפה נפתחת,
14,שלום חנוך,חתונה לבנה,,
14,שלום חנוך,רומן אמיתי,,
14,שלום חנוך,רק בן אדם,סינגל,
14,שלום חנוך,רומן אמיתי,סינגל,
14,שלום חנוך,מחכים למשיח,,
14,שלום חנוך,על פני האדמה,,
14,שלום חנוך,שחרר אותי,סינגל,
14,שלום חנוך,רק בן אדם,,
14,שלום חנוך,חתונה לבנה+תוכניית ההופעה,,
14,שלום חנוך,ערב ערב,,
14,חנוכה שמחה,לילדים,,
14,חנוכייה לי,יש,,
14,בחנוכה שירים,נשיר,,
14,חנות הקסמים,,,
14,חנות קטנה,ומטריפה,,
14,חסיד וחסד,,,
14,חאפלה של,כוכבים,,
14,חפלה של,להיטים,,
14,חפלה של,להיטים 2,,
14,חצאי קולות,שירי משוררים,,
14,קיבוץ חצור,פזמונים לאורך הדרך,,
14,חרדה,פנק,,
14,חריפאי זהרירה,לשיר תיאטרון,,
14,החצר האחורית,אורי חתוכה-טוב לי בעולם,,
14,חתול תעלול,ישראל גוריון ומירי אלוני,,
14,חתונה בגן,החיות,,
14,חתונת הדמים,עם תוכנייה,,
14,צדוק חתוכה,וצדוק לכול,,
14,צדוק חתוקה,הגשש השחור לעת זקנה,,
14,טאטו,,,
14,tatran shvat,,,
14,TATRAN FORESSEE,,,
14,TATRAN EVERMORE,,,
14,טברנק,רון בידור ילד הפלא,,
14,טברנק חוק,השלוש,,
14,טברנק,מוריס אקדמי,,
14,טוב לאהוב,תוכניתו של דן אלמגור,,
14,הטוב הרע,והנערה,,
14,שושנה טובי,בשירי חתונה תימניים,,
14,אבי טולדנו,דויד קריבושה ותזמורתו,,
14,אבי טולדנו,סונג בי  יזרעאל,,
14,אבי טולדנו,גן ערפילי,,
14,אבי טולדנו,סתם בן אדם,,
14,אבי טולדנו,מיטב שירי אבי טולדנו,,
14,אבי טולדנו,להבוהמה,,
14,אבי טולדנו,שיר סובב עולם,,
14,אבי טולדנו,בשירי עמים,,
14,אבי טולדנו,תרקדי את הלילה,,
14,אבי טולדנו,השירים היפים,,
14,אבי טולדנו,תעודת זהות,,
14,אבי טולדנו,צלע,,
14,ליהי טולדנו,מי אני חושבת שאני,,
14,טונה,גם זה יעבור,,
14,טונה,מזרח פרוע,,
14,טונה פארק,,,
14,טופול בשירי,מלחמה,,
14,טופול 68,,,
14,TOPOLS ISRAEL,,,
14,TOPOL THE,JON MEKARTY,,
14,טופול עלילות,בימבו באוטובוס,,
14,טופול,גוליבר,,
14,טופז דודו,לקט מערכונים,,
14,דודו טופז,צורה לנו,,
14,דודו טופז,פליטת פה בלי חשבון,,
14,דודו טופז,ערב ספונטני מתוכנן,,
14,טופלה טוטוריטו,שמואליק סגל,,
14,טיול במגדיר,הצמחים לקט שירי חג וטבע,,
14,הטיול הקטן,שירי הילדים של נעמי שמר ואוריאל אופק,,
14,טיול לדיסנילנד,,,
14,נינט טייב,קמתי לרקוד,,
14,NINET PAPER,PARACHUTE תקליט נדיר,,
14,טיף וטף,מספרים מסיפורי פילון מספר 1,,
14,טיפקס,החיים שלך בלאפה,,
14,טיפקס,עבודת כפיים,,
14,דויד טל,אקוס,,
14,מיכל טל,שמש לים שוקעת,,
14,מיכל טל,שיר פרידה מסיני,סינגל,
14,מיכל טל,ענן למכירה,,
14,סיוון טלמור,פייר לייב,,
14,טלא פלא,,,
14,טלפלא 2,,,
14,cbsטלפלא,,,
15,זאב טנא,חתול שחור,,
15,זאב טנא,טנא והזאב,,
15,זאב טנא,צעיר אני כבר לא אמות,,
15,זאב טנא,מקולקל,,
15,זאב זאב,זאב טנא 86|300,,
15,טנא יהושוע,שירים לירושלים,,
15,טנגו סידור,קבוע,,
15,טנגו אמונה,שלמה,,
15,טננבוים ידין,החליל שלא נדם,,
15,דודו טסה,והכוויתים,,
15,דודו טסה,והכוויתים עלא שויתי,,
15,דודו טסה,אגרת אל הילדים,,
15,דודו טסה,גוני גרינבוד,,
15,טסי פאר,רדיו שטח,,
15,פאר טסי,רדיו שטח 2,,
15,טריפונס,דירלהדדה,,
15,טריפונס,היידברה,,
15,טריפונס,טפדייה,,
15,טריפונס,טוטאפה,,
15,טריפונס,בארביאניס,,
15,טריפונס ואלון,אולארציק כולם כולם,,
15,טריפונס יחביבי,יאללי,,
15,טרמפ למוות,,,
15,יאיר,,,
15,יאלו גילי,,,
15,ייבי איש,פשוט,,
15,ייבי מלב,אל לב,,
15,שלישית היהלום,השחור,,
15,יגור ביתי,בחיק כרמל,,
15,גדי יגיל,חיקיתי לך ארצי,,
15,גדי יגיל,חיי כלב,,
15,תוכנית מספר,3 גדי יגיל,,
15,ידיד נפש,מצעד זמירות חסידי,,
15,רוני ידידיה,למה לנו כול העניין הזה,,
15,רוני ידידיה,תמונות תל אביביות,,
15,יהודה,,,
15,יהודה המכבי,קטעים נבחרים מתוך האורטוריה של הנדל,,
15,היהודים,מציאות נפרדת,,
15,היהודים,סמי חופשי,,
15,היהודונים,,,
15,חנן יובל,אני רואה אותנו כבר זקנים,,
15,חנן יובל,אתם זוכרים את השירים,,
15,חנן יובל,דור,,
15,חנן יובל,אמצע החיים,,
15,חנן יובל,כשהיונים חוזרות,,
15,חנן יובל,הכול דיבורים,,
15,יום הולדת,חג לי היום,,
15,יומנה של,ישראלה,,
15,יונת שלום,יונת האהבה,,
15,יוסי חזקי,יונה,,
15,נתן יונתן,שירים לאורך החוף,,
15,יאיר יונה,חרב,,
15,יוסף וכותנות,הפסים המשגעת,,
15,יוסף וכתונת,הפסים המשגעת עם דני בסן,,
15,אופירה ורווית,יוספי,,
15,אופירה יוספי,לא שחורה לא לבנה,,
15,היחידה לטיפול,נמרץ,,
15,היחידה לטיפול,נמרץ,מהדורה חדשה,
15,יידוב שלמה,הפעם הראשונה,,
15,שלמה יידוב,עכשיו הזמן,,
15,שלמה יידוב,חולם בספרדית,,
15,דער יידישער,חולם,,
15,ליאור ייני,השלום שלי,,
15,ליאור ייני,אליאור איתך תמיד,,
15,ליאור ייני,תודה רבה,,
15,ליאור ייני,תיאודורקיס,,
15,ליאור ייני,קלינקה,,
15,ליאור ייני,ויסוצקי,,
15,ילדות קשה,יוסי בנאי ורבקה מיכאלי,,
15,ילדות באה,באש,,
15,ילדי הכרך,,,
15,ילדי הכרך,שמונה נפשות בחדר,,
15,הים דוריוול,קאימי,,
15,ימי בנימינה,פגישה עם אהוד מנור ושיריו,,
15,ימים נפלאים,,,
15,ימים של,קיץ,,
15,נילי ינאי,מספרת כיפה אדומה,,
15,דודו יסמין,לולה יסמינה,,
15,ששי יעיש,אהבת אמת,,
15,יעקובי מרים,שרה נחום נרדי,,
15,ירוסלב מנגן,חביבי,,
15,ירוסלב יעקובוביץ,,,
15,ירוסלב יעקובוביץ,,,
15,יפתח המלוכלך,,,
15,יואב יצחק,תני לי רגע,,
15,יואב יצחק,פתחי עינייך,,
15,ישראל יצחקי,אידיש רומנטיקה,,
15,ישראל יצחקי,זי וויל זיך שפילן,,
15,ישראל יצחקי,געשאסו און געטראפן,,
15,ישראל יצחקי,להיטי זהב,,
16,ישראל יצחקי,במבחר שירים ישראליים,,
16,ישראל יצחקי,צברית,,
16,ישראל יצחקי,הדייג והים,,
16,ישראל יצחקי,אהבתי הראשונה,,
16,ישראל יצחקי,שירת הנודד,,
16,ישראל יצחקי,מבחר שירי ליבי,,
16,ישראל יצחקי,סמדר,,
16,יראון מבט,על עצמינו,,
16,ירדני נירה,שירי לאה גולדברג לילדים,,
16,מירה ודודו ירדני,חתום בנשיקה,,
16,יהוא ירון,נצח ושקר,,
16,יהוא ירון,נגד השטן,,
16,ירושלים עיר,הנצח,,
16,ירושלים של,זהב כול שירי מלחמת ששת הימים,,
16,ירושלים של,זהב באנגלית,,
16,ירושלים של,זהב,,
16,jerusalm of,gold,,
16,ירושלים של,זהב שירי מלחמת ששת הימים,,
16,ירושלים של,ברזל,,
16,ירושלים לנצח,אלי לנדאו,,
16,ירושלים song,of jerusalem,,
16,ירושלים song,of jerusalem,,
16,ירושלים שלי,,,
16,jerusalem calling,,,
16,stars for,jerusalem,,
16,ירח בשמי,גרנדה,,
16,אהרון ירימי,צא מזה,,
16,יפה ירקוני,ריקודי עם עם יפה ירקוני,,
16,ריקודי עם,עם יפה ירקוני\עטיפה אחרת,,
16,יפה ירקוני,שיר על עץ,,
16,יפה ירקוני,שירי עם,,
16,יפה ירקוני,עם להקה קולית ואינסטרומנטלית ירושלים,,
16,יפה ירקוני,בשירי ילדים של נחום נרדי,,
16,יפה ירקוני,מהדורה אחרת,,
16,יפה ירקוני,בריקודי עם ושירי ילדים,,
16,יפה ירקוני,בליווי תזמורת,,
16,יפה ירקוני,משירי לוחמים,,
16,יפה ירקוני,בשירי חגים,,
16,יפה ירקוני,האשכול,,
16,יפה ירקוני,היה היו שני חברים,,
16,יפה ירקוני,סיפורי ילדים,,
16,יפה ירקוני,יזראלי היט סונג,,
16,יפה ירקוני,יזראלי היט סונג2,,
16,יפה ירקוני,יזראלי היט סונג 3,,
16,יפה ירקוני,מאז ועד היום קופסת,דיסקים,
16,יפה ירקוני,והדודאים,,
16,יפה ירקוני,באבאלואד,,
16,יפה ירקוני,באב אל ואד מפעל ידיעות אחרונות,,
16,יפה ירקוני,"לצה""ל באהבה",,
16,יפה ירקוני,כול היונים,,
16,יפה ירקוני,הוא לא ידע את שמה,,
16,יפה ירקוני,שירים רומנטיים,,
16,יפה ירקוני,נרקודה,,
16,יפה ירקוני,עם בני הנעורים,,
16,יפה ירקוני,אל נא תאמר לי שלום עטיפה ירוקה חתום,,
16,יפה ירקוני,אל נא תאמר לי שלום שחור,,
16,יפה ירקוני,רק אתמול,,
16,יפה ירקוני,שבחי קליה,,
16,יפה ירקוני,לצלילי המזרח,,
16,יפה ירקוני,במועדון המערה,,
16,יפה ירקוני,שלושים שנה עם יפה ירקוני,,
16,יפה ירקוני,עיניים ירוקות,,
16,יפה ירקוני,בסלון בינתיים,,
16,יפה ירקוני,שירים ונפלאות,,
16,יפה ירקוני,שירי ילדים כבקשתך,,
16,יפה ירקוני,לא תיכף היינו גדולים,,
16,יפה ירקוני,עצור אבא שלי,,
16,יפה ירקוני,מבחר שירי ילדים,,
16,יפה ירקוני,חג שמח,,
16,יפה ירקוני,חג שמח בשירי חגים מהדורה בניצוח חנן וינטרנט,,
16,יפה ירקוני,ב16 שירים,,
16,יפה ירקוני,ב16 שירים באנגלית,,
16,יפה ירקוני,מעשה נפלאות ב5 אחיות,,
16,יפה ירקוני,שרה ספרדית,,
16,יפה ירקוני,דגרדן אוף אלללה,,
16,יפה ירקוני,טנגוס ישראלי,,
16,יפה ירקוני,רומניה רומניה,,
16,יפה ירקוני,רומניה רומניה עטיפה עם תוף מריים,,
16,יפה ירקוני,canciones infantiles,,
16,יפה ירקוני,אינטרנשיונל סונג קונקשין,,
16,יפה ירקוני,קנטה אן אספניול,,
16,יפה ירקוני,gue hermosas,,
16,יפה ירקוני,16 פליי סונג,,
16,יפה ירקוני,סברה,,
16,יפה ירקוני,bailando,,
17,יש לי,כנרת,,
17,יש פרחים,,,
17,ישע דודו,אישה קרובה אצל עצמה,,
17,ישעיהו תומר,אגם הלימון,,
17,ישראלים יהוה,,,
17,יהוה ישראל,,,
17,ישראל 20,,,
17,israel הוצאת,דנקרס,,
17,ecos the,israel,,
17,israel joven,ארגנטינה,,
17,israel2,,,
17,ישראל בזמר,ובמחול,,
17,ישראל בשיר,ובריקוד,,
17,ישראל בשיר,ובריקוד מספר 1 שחור,,
17,israel the,land of the bibel,,
17,ישראל שלנו,,,
17,שאול ישראלי,תקווה לשלום,,
17,שמעון ישראלי,חיפה חיפה,,
17,שמעון ישראלי,סתם יום של חול,,
17,שמעון ישראלי,שירי לוחמים,,
17,שמעון ישראלי,ציפורים בראש,,
17,שמעון ישראלי,סינייה,,
17,שמעון ישראלי,נכון לעכשיו,,
17,שמעון ישראלי,זהירות זכרונות,סינגל,
17,הכאן להקההכאן,מהדורה שנייה,,
17,כאמל גמאל,,,
17,כאן ישראל,76,,
17,כאן ישראל,78 מספר 6,,
17,כאן ישראל,77 מספר 4,,
17,כאן ישראל,77 מספר 5,,
17,כאן ישראל,שלום 7,,
17,כאסח של,להיטים שירים מתוך הסרט,,
17,,שירים מתוך הסרט כאסח 4 שירים,,
17,הכבש ה16,,,
17,הכבש ה16,מהדורת 2015,,
17,כדור רגל,אלאל ישראל חופני,,
17,כדורגל אוהב,אותך מכבי תל אביב סטלוס,,
17,כדורגל מכבי,נתניה אלופה,,
17,בן אל,ולהקת גן עדן,,
17,כדורגל שיר,אליפות לקבוצת הפועל תל אביב 1988 יואל עזאני,,
17,כדורגל שבת,בבלומפילד,,
17,\כדורגל אגודת,מכבי שעריים עלייה לליגה לאומית 1984,,נדיר
17,כדורגל\אליפות הפועל,כפר סבא,,
17,כדי שלא,יאבד,,
17,כדי שלא,יאבד 1989,,
17,כדי שלא,יאבד פברואר 90,,
17,כהן מה,שאפשר הוא מה שנשאר,,
17,כהן אבישי,the 50 gold colection,,
17,אבישי כהן,sensitive hours,,
17,אבישי כהן,החצוצרןbig vicious,,
17,אבנר כהן,מזכרת השנים,,
17,איתמר כהן,the voice of itamar,,
17,איתמר כהן,the voice of itamar,,
17,איתמר כהן,סונג אוף יימן וישראל,,
17,איתמר כהן,the best of itamar,,
17,כהן ברק,צליל מיתר נגד המשטר,,
17,כהן דודי,מאגדות דויד כהן,,
17,כהן דליה,דליה,,
17,דליה כהן,ילדה טובה,,
17,ורדינה כהן,נוסעת בעקבות האהבה,,
17,יזהר כהן,alpahabeta,,
17,יזהר כהן,להיטים,,
17,יזהר כהן,חלומות שמורים,,
17,מאור כהן,טוב לנו יחד,,
17,מזי כהן,,,
17,מישל כהן,סוד הבריאה,,
17,מישל כהן,להיטי אנריקו מסיאס בעברית,,
17,מישל כהן,קיץ ישראלי,,
17,מישל כהן,אהבת ארץ ישראל,,
17,מישל כהן,בלהיטי אנריקו מסיאס מהדורת,שדרים,
17,מישל כהן,תקליט מתוך התקליט החמישי,שדרים,
17,נועם כהן,והים התיכון,,
17,נתן כהן,זמן ומקום,,
17,נתן כהן,זמן ומקום,,
17,כהנא גלעד,אפריקה שלי,,
17,מאיר כהנא,speaks,,נדיר
17,רוני כובד,ימים של זוהר מתוך אריך הנגן כול אהבותיי,,
17,כוורת,שלושת אלבומי האולפן,,
18,כוורת,סיפורי פוגי עם תוכנייה,,
18,כוורת,פוגי בפיתה,,
18,כוורת,צפוף באוזן,,
18,כוורת,סיפורי פוגי הופעה חיה בירושלים,,
18,כוורת,בהופעה חיה קיץ 84,,
18,כוורת,מחכים לשולה,סינגל,
18,כוורת,מאיר ואלון עם להקת כוורת,סינגל,
18,כוורת,אופרת פוגי סיפור הארון,,
18,כוורת,תוכנית רדיו בארהב,,נדיר
18,כוכב השחר,נועם קניאל מתוך הסרט,,
18,יגאל כוכבי,אותו אדם,,
18,כוכבי המצעד,עם צביקה פיק ויוני נמרי,,
18,כוכבים בחוץ,הטלויזיה הלימודית,,
18,כוכבים בשמי,המחזמר,,
18,כוכבים ולהיטים,כפול,,
18,כחול לבן,בצבעים תקליט,שדרים,
18,כך נולדה,ישראל emi,,
18,כך נולדה,ישראל 1948,,
18,כך נולדה,ישראל שיבה למולדת היהודית,,
18,כול אחד,הוא עוד קצת ילד שירי ילדים מעין החורש,,
18,כול החגים,שירי חג לילדים,,
18,כול העולם,במה עשור לאמי אגודת אומני ישראל,,
18,כלבם של,בני בסקרוויל שרלוק הולמס מספר אברי גלעד,,
18,כלבתא ומיקס,מונסטר,,
18,כלי התזמורת,,,נדיר?
18,כולם ילדים,כולם,,
18,כמו ציפורים,,,
18,כנסיית השכל,ידייים למעלה,,
18,כנסיית השכל,זה לא אני,,
18,כנסיית השכל,רוץ ילד,,
18,כנר על הגג,בומבה צור,,
18,כנר על הגג,רודנסקי,,
18,כספי מתי,פעמון,,
18,מתי כספי,צד א צד ב,,
18,מתי כספי,כשאלוהים אמר בפעם הראשונה,,
18,מתי כספי,צד ג צד ד,,
18,מתי כספי,צד נוסף,,
18,מתי כספי,25725,,
18,מתי כספי,שירים במיץ עגבניות,,
18,מתי כספי,כולם שרים את מתי כספי,,
18,מתי כספי,ארץ טרופית משגעת,,
18,מתי כספי,שר סשה ארגוב,,
18,מתי כספי,מתיתיהו ואלכסנדר,,
18,צבי כספי,כי ביתי בית תפילה,,
18,צבי כספי,זכרונות מבית אבא,,
18,גדעון כפן,ילד השדה,,
18,כפפות,שיר מהסרט,,
18,כפר בילו,הכפר שלי בן 50,,
18,כפר יהושוע,50 לכפר יהושוע,,
18,אסתי כץ,אני מדבר,,
18,כרומוזום,,,
18,כרמלה גרוס,ואגנר פרח שחור,,
18,כרמלה גרוס,וגנרמהדורת 2023,,
18,כרמלה גרוס,וגנר עיוור בלב,,
18,כרמלה גרוס,תמונה אימפרסיוניסטית,סינגל,
18,כרמלה גרוס,וגנר אלינור,,
18,ערן כרמלי,אותך,סינגל,
18,כשבגרוש היה,חור,,
18,לא אכפת,להם שלישיית מתי כספי,,
18,לא לשידור,ארנון צדוק,סינגל,
18,לא דיברנו,עוד על אהבה,,
18,לא לשווא,שירם מתוך מופע העשור של בית הלוחם,,
18,רוני לאה,אחת התחנות,,
18,לאוזניים צעירות,עדנה לב,,
18,אהבתה של,טרזה דימון,,
18,עדנה לב,קרן שמש קרן זוהר,,
18,עדנה לב,עייפה קצת,,
18,עדנה לב,הדרך אליי,,
18,אמיר לב,רוצה לראות אתכם במקומי,,
18,אמיר לב,רומה,,
18,איציק לב,רן כמו חלום,,
18,לבבתיני,,,
18,אריק לביא,,,
18,אריק לביא,הוא והיא,,
18,אריק לביא,מצהל באהבה,,
18,אריק לביא,שער לאוגדת הפלדה,,
18,אריק לביא,שיר הוא לא רק מילים,,
18,אריק לביא,מתשח באהבה,,
18,אריק לביא,מתשח באהבה עטיפה אפורה,,
18,אריק לביא,stars of israel,,
18,אריק לביא,אורח של הזמן הבורח,,
18,אריק לביא,קרוב לפנות בוקר,,
18,אריק לביא,דיוקן,,
18,אריק לביא,אני אשיר לך שיר,,
18,אריק לביא,כול החלומות,,
18,אריק לביא,שר,,
18,אריק לביא,כיבוי אורות,סינגל,
18,אריק לביא,תן לי כוח,סינגל,
18,אריק לביא,אהבה אחרונה,סינגל,
18,דליה לביא,סימפטי,,
18,דליה לביא,i am asabra,,
19,לביא ראובן,,,
19,חני לבנה,ווקליזה,,
19,חני ליבנה,היכרות,,
19,ליבנת שולמית,שירי ילדים לכול גיל,,אימא של לימור ליבנת
19,ליבנת שולמית,שרה שירי עם ישראלים,,
19,ליבנת שולמית,סינגיג שלום וויז,,
19,לגן,,,
19,אריאלה להט,אתמולים,,
19,להיט ועוד,להיט הביצועים המקוריים,,
19,,להיטי הזהב של עולם המחזמר,,
19,,להיטי החסידים,,
19,,להיטי השנה,,
19,,להיטי זהב 1,,
19,להיטים לילדים,,,
19,24 להיטים,לילדים,,
19,להיטים בצמרת,,,
19,להיטים לוהטים,בירה אמסטל,,
19,להיטים להיטים,,,
19,להיטים לילדים,,,
19,להיטים מהמסך,הקטן,,
19,הלהקה,עטיפה מצויירת,,
19,להקת איילון,בקיצור ולעניין,,
19,להקת איילון,ניורק תל אביב,,
19,להקת איילון,סינג אלונג ויד יזראל,,
19,להקת איילון,the ayalon,,
19,להקת אינץ,,סינגל,
19,להקת גילגל,,,
19,להקת דמול,,,
19,להקת ההדרים,מבחר שירים ומחולות עם,,
19,להקת הזמר,של קיבוץ העוגן צבע אחר,,
19,להקת הזמר,של קיבוץ העוגן עלי שיר,,
19,להקת הטיילת,,,
19,לקוצרים הידד,,,
19,להקת ישיבת,התפוצות בואי כלה,,
19,להקת ישיבת,התפוצות דויד מלך ישראל חי,,
19,להקת ישיבת,התפוצות מלווה מלכה,,
19,להקת ישיבת,התפוצות בשער התשובה,,
19,להקת ישיבת,התפוצות ארץ אבותינו,,
19,להקת כוכב,הזהב אודרדלה,,
19,להקת כרמון,שירי עם עם להקת כרמון,,
19,להקת כרמון,שירי עם בביצוע להקת כרמון כפול,,
19,,שירי עם להקת כרמון,,
19,להקת כרמון,chants des sabras,,
19,להקת כרמון,יזראל סינג,,
19,להקת כרמון,סונג אוף דה סברס,,
19,יונתן כרמון,גרנד מיוקל הול ביזראל,,
19,להקת מאור,שיעור מולדת,,
19,להקת נעמת,סיבוב ראשון,,
19,להקת פיקוד,דיזינגוף,,
19,להקת פיקוד,דיזינגוף מערכונים,,
19,להקת צופי,תל אביב,,
19,להקת שיבת,ציון,,
19,להקת שלהבת,,,
19,"לואיג""י אליל",הנוער,,
19,לואיגי מאמה,רוזה,,
19,לובנגולו מלך,זולו,,
19,אלי לוזון,איזו מדינה,,
19,שמעון לוזון,פעם שלי פעם שלו,,
19,שרה אוסנת,הלוי ירושלים,,
19,אוהלה הלוי,ניו סונג אוף יזראל,,
19,אוהלה הלוי,וויס אוף יזראעל,,
19,אוריה הלוי,בלול של נאווה,,
19,אושיק לוי,קצת שקט,,
19,אושיק לוי,הייתי גבר,,
19,אושיק לוי,איפה טעינו,מהדורה חדשה,
19,אושיק לוי,חדש וקצת ישן,,
19,אושיק לוי,בקצה ילדות,,
19,ארז הלוי,הלילה,,
19,ארז הלוי,הלילה,מהדורה חדשה,
19,זוהר לוי,זוהר,,
19,יסמין לוי,la ganderia,,
19,יצחק לוי,בשירת יהודי ספרד,,
19,יעל לוי,תמונה,,
19,יעל לוי,אהבת צעצוע,,
19,יעל לוי,אל תקנה לי ורד,,
19,יעל לוי,בלדה לנאיבית,סינגל,
19,מאיר לוי,מקבלת אחיעזר,,
19,מאיר לוי,סונגס אוף דהאוריינט,,
19,מאיר לוי,ירושלים של גולד,,
19,נתי לוי,אש,,מבוקש
19,נתי לוי,שלום נערתי,,
19,עופר לוי,אהבה אמיתית,,
19,שם טוב לוי,מצב רוח,,
19,שם טוב לוי,התעוררות,,
19,שם טוב לוי,נעימות מולדת,,
19,שם טוב לוי,שוחד,,
19,שם טוב לוי,ואבי לייבוביץ אורקסטה בחברה טובה,,
19,לוליק,שר לורקה,,
19,לויד גימי,1977,,
19,לויט רוס,רמפה רמפה,,
19,לויט רוס,עם הלהיטים קמנגי ארקדש,,
20,יעל נחשון,לוין,,
20,לולה מרס,רמבר רוזס,,
20,לולה מרס,someday tomorow maybe,,
20,lola mars,shot shot cherry,,
20,מוריס לוסקי,שירים במארוקאית,,
20,לופו שירים,מהסרט,,
20,לופז שמונה,מאות שנה למוסיקה עברית,,
20,לאה לופטין,קו הטירוף,,נדיר
20,חיים לוק,שירי ידידות,,
20,לזכר,מנגינות לימי זיכרון ואבל,,
20,לחיות עוד,קיץ,,
20,לחיי הספינות,שבדרך,,
20,עברי לידר,דיסקו,סינגל,
20,דני ליטני,יחס חם,,
20,דני ליטני,הבזאר הגדול,,
20,ליטר שפיך,,,
20,לילי גל,תורן וגיא לוי,,
20,לילי פרנקו,אפשר לראות דגים,,
20,לילי פרנקו,יפה ושלווה,,
20,לילה טוב,שירי ערש,,
20,ליל מחתרות,,,
20,לילות רוסיה,הקסומים,,
20,לילך,גינגי שירים שאני אוהבת לשיר,,
20,לילך הגינגית,תקליט מתוק,,
20,נחמה ליפשיץ,רסיטל תקליט רוסי,,
20,נחמה ליפשיץ,איך זינג פאר אייך,,
20,נחמה ליפשיץ,הופעה פומבית ראשונה,,
20,נחמה ליפשיץ,תקליט עם חוברת מהדורת ספר,,
20,שרון ליפשיץ,קולנוע,,
20,שרון ליפשיץ,שתי בובות על חוט,,
20,ציונה לירון,הבה נשחקה,,
20,גי למוטה,ככה שמעתי,,
20,גי למוטה,ברנד ניו גויסט,,
20,גי למוטה,סוזום,,
20,למנצח,,,
20,למרוסיה באהבה,,,
20,חנה לסלאו,בחיוך ישיר,,
20,חנה לסלאו,סבתא זפתא,,
20,אלי לפיד,הולכת אחריי,,
20,לקט מזרחי,,,
20,לקט מהמצעד,,,
20,לקראת ארוויזיון,81,,
20,לקראת אירוויזיון,82,,
20,לקראת אירוויזיון,83,,
20,לקראת אירווויזיון,85,,
20,קדם אירווויזיון,1986,,
20,קדם אירוויזיון,1987,,
20,לרוז,,,
20,לשנה הבאה,בירושלים,,
20,לשיר כמו,גדול כוכבים לארז,,
20,לשיר כמו,גדול מספר 3,,
20,100 שירים,ראשונים,,
20,מאוצר השירה,העברית,,
20,מאחורי הסורגים,,,
20,מאחורי הצלילים,,,
20,מאחורי הצלילים,1984,,
20,מאי תוך,כדי,,
20,מאיר מאיר,,,
20,נילי המאירי,מספרת על האתון אברה,,
20,עוזי מאירי,זמר הבאנו,,
20,מרקי פנק,אינסטינקט,,
20,מאמי,,מהדורה חדשה,
20,מארש דונדורמה,,,
20,מבחר הפזמון העברי,,,
20,,מבחר להיטי ישראל,,
20,,מבחר להיטי ישראל 2,,
20,,מבחר שירי ילדים,,
20,,מבחר שירי ילדים 37 שירים,,
20,,מבחר שירי ילידים כבקשתך 41 שירים,,
20,,מבחר שירי ילדים כבקשתך מספר 2,,
20,,מבחר שירי שבת ושירים חסידיים,,
20,,מבחר שירים לאמיר ואפרת,,
20,,מבחר שירים תימניים עם אורי שבח ורמי דנוך,,
20,המגבית היהודית,המאוחדת the night shall shune as the day,,
20,המגבית היהודית,אם אשכחך ירושלים,,
20,המגילה איציק,מאנגר באידיש,,
20,המגילה אידיש,ואנגלית,,
20,המגילה 83,סרט,,
21,ליז מגנס,סולו ארגוב,,
21,ליז מגנס,כול מה שיש,,
21,מגפיים מגף,אחד חלוץ,,
21,צרלי מגרה,tomorows gon,,
21,צרלי מגרה,da abtomatic,,
21,צרלי מגרה,love polis,,
21,צרלי מגרה,בום צאק בום בום,,
21,צרלי מגרה,the end of teenage,,
21,צרלי מגרה,ונערת ההפקר,,
21,דני מדר,אל תיקח ללב,,
21,מה הדעווין,שלך כול להיטי החאפלה,,
21,מה טוב,יחדיו בית הספר עמק הירדן,,
21,מוני ןבראבא,מה שיהיה יהיה,,
21,מהו גז,לאונרד ברנשטיין,,
21,mujahideen dead,language,,
21,mer+or,,,
21,מוכרת הסברים,,,
21,לווריאטי באהבה,אוסף,,
21,המולוך מלך,עכברוש,,יקר
21,מוניקה סקס,פצעים ונשיקות,,
21,מוניקה סקס,חיות מחמד,,
21,מוסטקי,איש באר שבע,,
21,להקת מוסקבה,צרנוביל,סינגל,נדיר
21,להקת מוסקבה,רוברט,,נדיר
21,ללהקת מוסקבה,שלושה שירים,,נדיר
21,מוסקבה,1986,,נדיר
21,מוסקבה,כבישים שרופים,,
21,אריה מוסקונה,אין כיסוי,,
21,מועדון החתול שמיל,,,
21,מועדון הצועני,השורק,,
21,מועדון התיאטרון,החיפאי היסטוריה בגרוש,,
21,יסמין מועלם,אין עולם,,
21,שמעון מור,עם להקת מוניטין,,
21,שמעון מור,סטברוס עם להקת מוניטין,,
21,מורשה שירי,הווי וטקס של קהילות בישראל,,
21,המורשת המוזיקלית,של יהודי בבל(כולל דויד אלחכוותי),,
21,מושיק מזמור,שיר,,
21,מזמורים שירת,ספרד קודש וחול,,
21,מזל טוב,דורון מזר,,
21,מזרח,,,
21,מחוללי הכרמל,,,
21,מחשבות שאינן,רוצות לישון,,
21,אבי מטוס,לוקח את היום לאט,,
21,אבי מטוס,מהדורת 2019,,
21,יחזקאל מטרי,בסלסולי תימן,,
21,יחזקאל מטרי,אהבת תימן,,
21,מיטב השירים הגדולים,ישראל,,
21,שמשון מיאל,פרדס הגחלים הלוחשות,,
21,שמשון מיאל,אמסטרדם לנואייבה,,
